loan_id,loan_date,loan_amount,loan_duration,payments,loan_success,account_frequency,account_creation,no. of inhabitants,account_district no. of municipalities with inhabitants < 499 ,account_district no. of municipalities with inhabitants 500-1999,account_district no. of municipalities with inhabitants 2000-9999 ,account_district no. of municipalities with inhabitants >10000 ,account_district no. of cities ,account_district ratio of urban inhabitants ,account_district average salary ,account_district unemploymant rate '95 ,account_district unemploymant rate '96 ,account_district unemploymant_growth,account_district no. of enterpreneurs per 1000 inhabitants ,account_district no. of commited crimes '95 ,account_district no. of commited crimes '96 ,account_district crime_growth,account_district total_crime,birth_number,gender,code ,client_district no. of inhabitants,client_district no. of municipalities with inhabitants < 499 ,client_district no. of municipalities with inhabitants 500-1999,client_district no. of municipalities with inhabitants 2000-9999 ,client_district no. of municipalities with inhabitants >10000 ,client_district no. of cities ,client_district ratio of urban inhabitants ,client_district average salary ,client_district unemploymant rate '95 ,client_district unemploymant rate '96 ,client_district unemploymant_growth,client_district no. of enterpreneurs per 1000 inhabitants ,client_district no. of commited crimes '95 ,client_district no. of commited crimes '96 ,client_district crime_growth,client_district total_crime,card_issued,card_type,no. movements,min no. trans,max no. trans,avg no. trans,min balance,max balance,avg balance
6591,02-02-1995,20832,48,434,1,monthly issuance,01-08-1993,85852,41,23,4,2,4,59.8,8965,7.08,8.23,1.1500000000000004,104,2653.0,2822,169.0,5475.0,04-05-1948,male,38,85852,41,23,4,2,4,59.8,8965,7.08,8.23,1.1500000000000004,104,2653.0,2822,169.0,5475.0,0,None,151.0,14.6,19700.0,2499.06821192053,500.0,41997.9,21368.909933774834
5724,05-02-1995,316140,60,5269,-1,monthly issuance,24-03-1993,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,22-02-1968,male,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,139.0,14.6,13352.0,3872.068345323741,800.0,39616.2,18632.93381294964
6315,06-02-1995,43164,12,3597,1,monthly issuance,08-02-1994,117897,139,28,5,1,6,53.8,8814,4.76,5.74,0.9800000000000004,107,2112.0,2059,-53.0,4171.0,06-01-1976,female,61,117897,139,28,5,1,6,53.8,8814,4.76,5.74,0.9800000000000004,107,2112.0,2059,-53.0,4171.0,0,None,69.0,14.6,57680.0,14188.256521739131,800.0,120071.4,68377.06376811594
5876,08-02-1995,221280,48,4610,1,weekly issuance,15-01-1994,323870,0,0,0,1,1,100.0,10673,4.75,5.44,0.6900000000000004,100,18782.0,18347,-435.0,37129.0,28-03-1968,male,74,323870,0,0,0,1,1,100.0,10673,4.75,5.44,0.6900000000000004,100,18782.0,18347,-435.0,37129.0,0,None,71.0,30.0,50178.0,11891.501408450704,1100.0,106144.8,37596.932394366195
6986,11-02-1995,151728,48,3161,-1,monthly issuance,16-05-1994,323870,0,0,0,1,1,100.0,10673,4.75,5.44,0.6900000000000004,100,18782.0,18347,-435.0,37129.0,23-06-1976,male,74,323870,0,0,0,1,1,100.0,10673,4.75,5.44,0.6900000000000004,100,18782.0,18347,-435.0,37129.0,0,None,57.0,0.8,48906.0,8289.664912280701,-669.7,82784.6,30491.098245614037
6294,12-02-1995,79920,60,1332,1,monthly issuance,26-11-1993,170449,0,0,0,1,1,100.0,10787,2.64,3.09,0.44999999999999973,131,6041.0,6261,220.0,12302.0,05-04-1953,male,26,170449,0,0,0,1,1,100.0,10787,2.64,3.09,0.44999999999999973,131,6041.0,6261,220.0,12302.0,0,None,95.0,14.6,36634.5,7707.406315789473,700.0,74199.5,43846.97789473684
5132,17-02-1995,538500,60,8975,1,monthly issuance,18-03-1994,95616,65,30,4,1,6,51.4,9307,3.85,4.43,0.5799999999999996,118,2616.0,3040,424.0,5656.0,28-06-1960,male,5,95616,65,30,4,1,6,51.4,9307,3.85,4.43,0.5799999999999996,118,2616.0,3040,424.0,5656.0,0,None,58.0,14.6,32082.0,8499.934482758621,200.0,69775.9,33687.85862068966
5877,23-02-1995,97224,24,4051,1,monthly issuance,10-09-1993,122603,25,21,6,2,8,80.0,8991,1.39,2.01,0.6199999999999999,128,5198.0,5273,75.0,10471.0,07-04-1951,female,17,74062,99,15,4,2,7,61.4,8114,2.38,2.62,0.2400000000000002,119,1003.0,1181,178.0,2184.0,0,None,112.0,14.6,16257.0,3938.214285714286,1000.0,43393.0,22360.536607142858
6227,04-03-1995,28248,24,1177,1,monthly issuance,24-08-1993,162580,83,26,5,1,6,72.8,9538,1.51,1.81,0.30000000000000004,111,6079.0,5410,-669.0,11489.0,10-02-1970,female,47,162580,83,26,5,1,6,72.8,9538,1.51,1.81,0.30000000000000004,111,6079.0,5410,-669.0,11489.0,0,None,94.0,14.6,30055.5,8111.68085106383,400.0,69893.0,45582.448936170214
7241,04-03-1995,168984,24,7041,-1,monthly issuance,10-08-1993,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,18-03-1976,male,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,160.0,2.5,55200.0,11357.386875,-517.7,120806.4,56053.9975
6737,11-03-1995,76680,24,3195,1,monthly issuance,12-09-1993,228848,15,40,18,2,6,57.2,9893,4.09,4.72,0.6299999999999999,96,5623.0,5887,264.0,11510.0,07-01-1949,male,68,228848,15,40,18,2,6,57.2,9893,4.09,4.72,0.6299999999999999,96,5623.0,5887,264.0,11510.0,0,None,143.0,14.6,57554.0,9877.504195804197,1000.0,104676.1,62933.474825174824
7004,15-03-1995,331560,60,5526,1,monthly issuance,21-08-1993,107870,84,29,6,1,6,58.0,8754,3.83,4.31,0.47999999999999954,137,3804.0,3868,64.0,7672.0,23-11-1980,male,2,88884,80,26,6,2,5,46.7,8507,1.67,1.85,0.18000000000000016,132,2159.0,2674,515.0,4833.0,0,None,119.0,14.6,33276.0,7321.519327731093,900.0,71924.6,36941.99831932773
6169,16-03-1995,103680,60,1728,-1,monthly issuance,20-07-1993,95907,87,25,5,2,7,59.1,8388,2.41,2.94,0.5299999999999998,87,1658.0,1668,10.0,3326.0,24-06-1971,male,42,95907,87,25,5,2,7,59.1,8388,2.41,2.94,0.5299999999999998,87,1658.0,1668,10.0,3326.0,0,None,109.0,14.6,14422.5,3896.3825688073393,500.0,46520.1,28250.109174311925
5208,16-03-1995,99696,48,2077,-1,monthly issuance,08-06-1993,88757,60,33,3,2,10,61.7,8554,2.47,2.68,0.20999999999999996,113,1822.0,2218,396.0,4040.0,25-06-1971,female,65,114200,101,41,4,1,4,43.7,8403,5.74,5.72,-0.020000000000000462,105,2157.0,2718,561.0,4875.0,0,None,108.0,0.4,55900.0,11716.77962962963,-974.6,127684.9,46341.29351851852
6694,19-03-1995,134784,24,5616,1,monthly issuance,04-06-1994,285387,0,2,8,5,7,89.9,10177,6.63,7.75,1.12,81,9878.0,10108,230.0,19986.0,11-05-1940,female,70,285387,0,2,8,5,7,89.9,10177,6.63,7.75,1.12,81,9878.0,10108,230.0,19986.0,0,None,55.0,12.2,58800.0,9329.634545454546,900.0,112839.2,44005.112727272724
5599,21-03-1995,15420,12,1285,1,monthly issuance,23-05-1993,128118,9,16,6,3,8,85.3,9317,6.49,7.07,0.5800000000000001,97,6949.0,6872,-77.0,13821.0,04-06-1965,female,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,151.0,14.6,13881.0,3142.184105960265,1000.0,41137.4,24577.2
6546,27-03-1995,31728,24,1322,1,monthly issuance,05-09-1993,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,10-04-1950,male,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,117.0,14.6,22267.5,5173.091452991453,600.0,56122.8,31139.747863247863
5414,29-03-1995,185952,48,3874,1,monthly issuance,19-03-1994,125236,28,11,1,4,5,87.7,9675,6.43,7.68,1.25,100,5323.0,5190,-133.0,10513.0,22-02-1945,male,34,125236,28,11,1,4,5,87.7,9675,6.43,7.68,1.25,100,5323.0,5190,-133.0,10513.0,0,None,34.0,68.7,57400.0,12283.385294117646,700.0,145318.2,50113.19411764706
5453,01-04-1995,156672,36,4352,1,monthly issuance,25-02-1994,72541,66,26,10,0,8,36.9,8594,1.62,2.01,0.3899999999999997,112,1580.0,1525,-55.0,3105.0,25-04-1956,female,28,72541,66,26,10,0,8,36.9,8594,1.62,2.01,0.3899999999999997,112,1580.0,1525,-55.0,3105.0,0,None,75.0,11.2,10380.0,3313.364,500.0,41876.9,22927.502666666667
5740,02-04-1995,18564,12,1547,1,monthly issuance,25-11-1994,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,04-02-1963,female,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,13.0,24.0,25603.5,8589.66923076923,200.0,56498.4,35538.04615384615
5804,05-04-1995,158976,48,3312,1,monthly issuance,03-11-1993,139012,59,41,8,3,10,61.9,8363,2.52,3.49,0.9700000000000002,108,2564.0,2799,235.0,5363.0,09-01-1939,male,52,139012,59,41,8,3,10,61.9,8363,2.52,3.49,0.9700000000000002,108,2564.0,2799,235.0,5363.0,0,None,156.0,14.6,48358.0,8573.476923076923,600.0,130293.2,49916.09102564103
6745,10-04-1995,47304,24,1971,1,monthly issuance,10-11-1993,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,03-08-1971,male,64,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,0,None,167.0,14.6,59900.0,13867.846706586826,400.0,148093.0,68740.0233532934
6950,11-04-1995,104712,24,4363,1,monthly issuance,20-05-1993,323870,0,0,0,1,1,100.0,10673,4.75,5.44,0.6900000000000004,100,18782.0,18347,-435.0,37129.0,12-12-1944,male,74,323870,0,0,0,1,1,100.0,10673,4.75,5.44,0.6900000000000004,100,18782.0,18347,-435.0,37129.0,0,None,191.0,14.6,56400.0,11980.312565445027,400.0,147603.2,57357.84345549738
6996,13-04-1995,126600,24,5275,1,monthly issuance,20-05-1993,75637,35,36,9,0,7,36.5,9622,0.45,0.59,0.13999999999999996,154,3475.0,3529,54.0,7004.0,27-02-1939,male,47,162580,83,26,5,1,6,72.8,9538,1.51,1.81,0.30000000000000004,111,6079.0,5410,-669.0,11489.0,0,None,132.0,14.6,47472.0,11683.987878787879,400.0,94043.3,47118.99318181818
5352,15-04-1995,68400,12,5700,-1,monthly issuance,30-10-1994,228848,15,40,18,2,6,57.2,9893,4.09,4.72,0.6299999999999999,96,5623.0,5887,264.0,11510.0,09-06-1976,female,68,228848,15,40,18,2,6,57.2,9893,4.09,4.72,0.6299999999999999,96,5623.0,5887,264.0,11510.0,0,None,14.0,66.2,31037.0,7253.3,800.0,51242.2,31793.735714285714
6151,25-04-1995,225420,60,3757,1,monthly issuance,17-06-1994,117897,139,28,5,1,6,53.8,8814,4.76,5.74,0.9800000000000004,107,2112.0,2059,-53.0,4171.0,03-08-1948,female,61,117897,139,28,5,1,6,53.8,8814,4.76,5.74,0.9800000000000004,107,2112.0,2059,-53.0,4171.0,0,None,51.0,14.6,20727.0,5452.343137254902,200.0,53271.6,31185.156862745098
5310,28-04-1995,248148,36,6893,1,monthly issuance,11-12-1993,72541,66,26,10,0,8,36.9,8594,1.62,2.01,0.3899999999999997,112,1580.0,1525,-55.0,3105.0,24-07-1940,female,28,72541,66,26,10,0,8,36.9,8594,1.62,2.01,0.3899999999999997,112,1580.0,1525,-55.0,3105.0,0,None,120.0,14.6,28960.0,5453.365,600.0,67486.0,36063.78833333333
5045,01-05-1995,187224,24,7801,-1,monthly issuance,13-12-1993,114200,101,41,4,1,4,43.7,8403,5.74,5.72,-0.020000000000000462,105,2157.0,2718,561.0,4875.0,08-10-1947,male,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,88.0,0.2,51900.0,10834.71590909091,-243.3,92571.3,42084.31136363636
6929,08-05-1995,36396,12,3033,1,weekly issuance,06-07-1993,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,03-04-1972,male,76,127369,31,32,13,2,7,51.2,8369,4.73,5.88,1.1499999999999995,107,3736.0,2807,-929.0,6543.0,0,None,158.0,30.0,51700.0,11730.83987341772,800.0,125887.5,57977.034810126584
5151,24-05-1995,189060,60,3151,1,issuance after transaction,02-11-1994,149893,63,29,6,2,6,67.4,9753,4.64,5.05,0.41000000000000014,109,5244.0,5892,648.0,11136.0,30-12-1958,female,4,149893,63,29,6,2,6,67.4,9753,4.64,5.05,0.41000000000000014,109,5244.0,5892,648.0,11136.0,0,None,30.0,100.0,60016.0,17833.45,200.0,101793.6,72242.89666666667
5212,29-05-1995,71064,36,1974,1,monthly issuance,21-04-1994,85852,41,23,4,2,4,59.8,8965,7.08,8.23,1.1500000000000004,104,2653.0,2822,169.0,5475.0,17-10-1946,female,38,85852,41,23,4,2,4,59.8,8965,7.08,8.23,1.1500000000000004,104,2653.0,2822,169.0,5475.0,0,None,86.0,14.6,22908.0,4896.447674418605,700.0,55373.3,34577.3023255814
5138,30-05-1995,87216,48,1817,1,monthly issuance,21-09-1993,145688,22,41,13,2,5,40.7,8544,1.29,1.86,0.5700000000000001,109,2719.0,2906,187.0,5625.0,16-03-1954,female,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,148.0,14.6,15608.0,2960.697972972973,700.0,43787.3,30847.149324324324
5713,30-05-1995,158760,60,2646,1,monthly issuance,27-07-1993,78955,50,24,8,1,9,59.0,9060,1.78,2.44,0.6599999999999999,124,1655.0,1717,62.0,3372.0,31-01-1978,male,48,78955,50,24,8,1,9,59.0,9060,1.78,2.44,0.6599999999999999,124,1655.0,1717,62.0,3372.0,0,None,166.0,14.6,23810.0,4654.089156626506,900.0,59898.4,24908.761445783133
6704,01-06-1995,417060,60,6951,1,monthly issuance,20-11-1993,45714,52,10,5,1,6,55.6,8843,2.82,3.6,0.7800000000000002,113,818.0,888,70.0,1706.0,14-09-1961,female,29,45714,52,10,5,1,6,55.6,8843,2.82,3.6,0.7800000000000002,113,818.0,888,70.0,1706.0,0,None,74.0,14.6,52700.0,10583.993243243243,200.0,127508.6,58445.02702702703
6474,06-06-1995,63360,60,1056,1,monthly issuance,06-09-1993,75685,31,28,5,1,9,60.8,8208,1.89,2.26,0.3699999999999999,155,1660.0,2123,463.0,3783.0,14-08-1955,male,49,75685,31,28,5,1,9,60.8,8208,1.89,2.26,0.3699999999999999,155,1660.0,2123,463.0,3783.0,0,None,119.0,14.6,12138.0,3181.7697478991595,700.0,40733.8,29108.36386554622
6676,13-06-1995,29784,24,1241,1,monthly issuance,08-02-1995,170449,0,0,0,1,1,100.0,10787,2.64,3.09,0.44999999999999973,131,6041.0,6261,220.0,12302.0,25-12-1969,female,26,170449,0,0,0,1,1,100.0,10787,2.64,3.09,0.44999999999999973,131,6041.0,6261,220.0,12302.0,0,None,12.0,59.4,17241.0,6943.35,200.0,49220.3,27626.083333333336
6965,13-06-1995,139536,24,5814,1,monthly issuance,14-11-1993,117897,139,28,5,1,6,53.8,8814,4.76,5.74,0.9800000000000004,107,2112.0,2059,-53.0,4171.0,13-09-1941,female,61,117897,139,28,5,1,6,53.8,8814,4.76,5.74,0.9800000000000004,107,2112.0,2059,-53.0,4171.0,0,None,165.0,12.2,53200.0,14454.311515151516,800.0,151546.9,63889.87393939394
6725,23-06-1995,265320,36,7370,1,monthly issuance,18-09-1993,51428,50,11,3,1,4,52.7,8402,3.13,3.98,0.8500000000000001,120,999.0,1099,100.0,2098.0,28-08-1948,female,51,121947,37,28,7,3,11,70.5,8541,2.51,2.97,0.4600000000000004,131,3496.0,3839,343.0,7335.0,0,None,148.0,14.6,26409.0,5332.347972972973,700.0,61993.3,35566.88108108108
7166,24-06-1995,198240,24,8260,1,monthly issuance,15-01-1995,118650,8,8,5,1,3,85.6,9832,3.32,4.48,1.1600000000000006,114,6445.0,5471,-974.0,11916.0,18-02-1956,male,41,118650,8,8,5,1,3,85.6,9832,3.32,4.48,1.1600000000000006,114,6445.0,5471,-974.0,11916.0,0,None,16.0,43.0,19455.0,7546.8875,300.0,51947.2,30953.14375
7138,03-07-1995,60000,60,1000,1,monthly issuance,13-09-1993,226122,32,50,7,4,4,62.6,8994,3.8,4.79,0.9900000000000002,110,9672.0,9208,-464.0,18880.0,15-10-1946,male,45,77917,85,19,6,1,5,53.5,8390,2.28,2.89,0.6100000000000003,132,2080.0,2122,42.0,4202.0,0,None,137.0,14.6,11049.0,2567.8445255474453,400.0,39393.9,24643.283941605838
5970,09-07-1995,465072,48,9689,1,monthly issuance,14-01-1994,125832,151,41,2,3,5,48.3,8512,3.51,4.12,0.6100000000000003,102,2247.0,2103,-144.0,4350.0,08-05-1948,male,66,125832,151,41,2,3,5,48.3,8512,3.51,4.12,0.6100000000000003,102,2247.0,2103,-144.0,4350.0,0,None,103.0,14.6,42880.0,8579.534951456311,300.0,79557.6,27778.745631067963
6157,10-07-1995,98592,24,4108,1,issuance after transaction,08-01-1995,92084,55,29,4,3,5,46.7,10124,0.56,0.54,-0.020000000000000018,141,3810.0,4316,506.0,8126.0,24-12-1963,female,10,92084,55,29,4,3,5,46.7,10124,0.56,0.54,-0.020000000000000018,141,3810.0,4316,506.0,8126.0,0,None,26.0,68.7,36975.0,10807.38076923077,900.0,78713.7,54128.56538461538
6153,25-07-1995,285600,60,4760,1,weekly issuance,15-11-1994,95616,65,30,4,1,6,51.4,9307,3.85,4.43,0.5799999999999996,118,2616.0,3040,424.0,5656.0,07-12-1980,female,5,95616,65,30,4,1,6,51.4,9307,3.85,4.43,0.5799999999999996,118,2616.0,3040,424.0,5656.0,0,None,49.0,30.0,42729.0,10411.720408163264,1100.0,126077.1,49651.89183673469
5693,01-08-1995,44088,24,1837,1,monthly issuance,08-12-1994,81344,61,23,4,2,6,55.3,8899,3.39,3.97,0.5800000000000001,149,2987.0,2487,-500.0,5474.0,25-06-1951,female,9,81344,61,23,4,2,6,55.3,8899,3.39,3.97,0.5800000000000001,149,2987.0,2487,-500.0,5474.0,0,None,32.0,14.6,24304.5,6617.940625,1000.0,55576.8,36548.81875
5922,05-08-1995,20220,12,1685,1,monthly issuance,27-08-1994,81344,61,23,4,2,6,55.3,8899,3.39,3.97,0.5800000000000001,149,2987.0,2487,-500.0,5474.0,15-05-1973,female,9,81344,61,23,4,2,6,55.3,8899,3.39,3.97,0.5800000000000001,149,2987.0,2487,-500.0,5474.0,0,None,51.0,14.6,49397.0,9715.854901960784,500.0,122906.7,41077.635294117645
5959,11-08-1995,107640,24,4485,1,monthly issuance,13-02-1995,88884,80,26,6,2,5,46.7,8507,1.67,1.85,0.18000000000000016,132,2159.0,2674,515.0,4833.0,22-11-1959,female,2,88884,80,26,6,2,5,46.7,8507,1.67,1.85,0.18000000000000016,132,2159.0,2674,515.0,4833.0,0,None,23.0,14.6,53613.0,17488.55217391304,600.0,107783.7,50214.504347826085
5980,18-08-1995,21396,12,1783,1,monthly issuance,04-06-1994,58796,22,16,7,1,5,51.9,9045,3.13,3.6,0.4700000000000002,124,1845.0,1879,34.0,3724.0,09-09-1968,male,15,58796,22,16,7,1,5,51.9,9045,3.13,3.6,0.4700000000000002,124,1845.0,1879,34.0,3724.0,0,None,78.0,14.6,16048.0,4644.4371794871795,1000.0,46848.9,30812.946153846155
6764,26-08-1995,33984,48,708,1,monthly issuance,24-08-1994,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,04-08-1972,male,64,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,0,None,70.0,14.6,20196.0,4598.144285714286,600.0,55077.5,38587.76
5237,29-08-1995,45336,24,1889,1,monthly issuance,27-04-1994,51428,50,11,3,1,4,52.7,8402,3.13,3.98,0.8500000000000001,120,999.0,1099,100.0,2098.0,29-04-1957,male,19,51428,50,11,3,1,4,52.7,8402,3.13,3.98,0.8500000000000001,120,999.0,1099,100.0,2098.0,0,None,90.0,14.6,30436.0,7594.232222222222,800.0,71486.0,48152.95333333333
6726,03-09-1995,85860,60,1431,1,monthly issuance,29-06-1994,88884,80,26,6,2,5,46.7,8507,1.67,1.85,0.18000000000000016,132,2159.0,2674,515.0,4833.0,20-10-1955,female,2,88884,80,26,6,2,5,46.7,8507,1.67,1.85,0.18000000000000016,132,2159.0,2674,515.0,4833.0,0,None,96.0,5.0,16713.0,3377.4270833333335,1000.0,44713.5,30461.404166666667
6933,09-09-1995,188688,48,3931,1,monthly issuance,02-04-1995,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,23-07-1965,female,64,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,0,None,22.0,14.6,35378.0,10873.772727272728,400.0,71255.7,42203.17272727273
5145,16-09-1995,309552,48,6449,1,monthly issuance,18-01-1995,226122,32,50,7,4,4,62.6,8994,3.8,4.79,0.9900000000000002,110,9672.0,9208,-464.0,18880.0,29-01-1935,male,72,226122,32,50,7,4,4,62.6,8994,3.8,4.79,0.9900000000000002,110,9672.0,9208,-464.0,18880.0,0,None,35.0,14.6,58041.0,17429.002857142856,700.0,121713.2,56105.5
7008,22-09-1995,36168,12,3014,1,monthly issuance,04-03-1995,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,19-08-1961,male,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,36.0,14.6,27122.0,6931.622222222222,300.0,63738.0,39063.76666666666
7227,02-10-1995,314520,60,5242,1,weekly issuance,05-06-1994,105606,77,26,7,2,7,53.0,8254,2.79,3.76,0.9699999999999998,97,2166.0,2325,159.0,4491.0,18-11-1955,female,44,105606,77,26,7,2,7,53.0,8254,2.79,3.76,0.9699999999999998,97,2166.0,2325,159.0,4491.0,0,None,130.0,30.0,56700.0,15168.362307692307,500.0,128119.4,63527.42
6600,08-10-1995,21852,36,607,1,monthly issuance,22-04-1995,125236,28,11,1,4,5,87.7,9675,6.43,7.68,1.25,100,5323.0,5190,-133.0,10513.0,05-12-1954,male,34,125236,28,11,1,4,5,87.7,9675,6.43,7.68,1.25,100,5323.0,5190,-133.0,10513.0,0,None,18.0,14.6,27736.5,9232.25,700.0,60863.2,38509.05
6712,14-10-1995,266220,60,4437,1,monthly issuance,10-05-1994,70646,94,14,3,1,4,58.4,8547,2.65,3.64,0.9900000000000002,120,1563.0,1542,-21.0,3105.0,17-02-1965,female,20,70646,94,14,3,1,4,58.4,8547,2.65,3.64,0.9900000000000002,120,1563.0,1542,-21.0,3105.0,0,None,144.0,14.6,33190.0,5581.28125,900.0,66744.4,34922.88125
7057,20-10-1995,231696,36,6436,1,weekly issuance,01-07-1994,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,30-05-1973,male,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,126.0,30.0,60566.0,10683.372222222222,800.0,108575.3,45873.61666666667
7176,28-10-1995,260028,36,7223,1,monthly issuance,08-12-1993,75637,35,36,9,0,7,36.5,9622,0.45,0.59,0.13999999999999996,154,3475.0,3529,54.0,7004.0,25-11-1976,male,11,75637,35,36,9,0,7,36.5,9622,0.45,0.59,0.13999999999999996,154,3475.0,3529,54.0,7004.0,0,None,161.0,14.6,65008.0,12514.357142857143,200.0,124900.7,50676.8198757764
7304,29-10-1995,419880,60,6998,1,weekly issuance,26-05-1995,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,30-10-1945,female,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,18.0,39.0,64800.0,24426.472222222223,200.0,104039.9,59352.833333333336
6362,31-10-1995,37908,12,3159,1,monthly issuance,28-07-1994,145688,22,41,13,2,5,40.7,8544,1.29,1.86,0.5700000000000001,109,2719.0,2906,187.0,5625.0,08-05-1976,female,62,145688,22,41,13,2,5,40.7,8544,1.29,1.86,0.5700000000000001,109,2719.0,2906,187.0,5625.0,0,None,76.0,14.1,28431.0,7485.496052631579,800.0,69530.4,42164.027631578945
5880,31-10-1995,73836,36,2051,1,monthly issuance,26-04-1995,119895,17,4,3,2,4,89.9,10446,7.34,9.4,2.0600000000000005,90,4947.0,4743,-204.0,9690.0,29-05-1967,female,39,119895,17,4,3,2,4,89.9,10446,7.34,9.4,2.0600000000000005,90,4947.0,4743,-204.0,9690.0,0,None,19.0,19.1,44281.0,16708.05789473684,900.0,129607.8,55315.16842105263
6535,02-11-1995,41952,12,3496,1,monthly issuance,03-09-1994,161854,73,21,6,1,6,76.3,9425,1.72,2.5,0.78,125,4085.0,3891,-194.0,7976.0,10-12-1972,male,43,161854,73,21,6,1,6,76.3,9425,1.72,2.5,0.78,125,4085.0,3891,-194.0,7976.0,0,None,105.0,14.6,31462.0,5890.407619047619,500.0,71527.0,41502.025714285715
5449,04-11-1995,99336,24,4139,1,monthly issuance,09-12-1994,228848,15,40,18,2,6,57.2,9893,4.09,4.72,0.6299999999999999,96,5623.0,5887,264.0,11510.0,09-07-1980,female,68,228848,15,40,18,2,6,57.2,9893,4.09,4.72,0.6299999999999999,96,5623.0,5887,264.0,11510.0,0,None,52.0,14.6,16866.0,4348.373076923077,300.0,46568.0,27019.571153846155
6342,12-11-1995,60156,36,1671,-1,monthly issuance,27-03-1995,93931,74,21,10,1,8,56.9,8427,1.12,1.54,0.41999999999999993,107,1874.0,1913,39.0,3787.0,08-08-1976,male,16,93931,74,21,10,1,8,56.9,8427,1.12,1.54,0.41999999999999993,107,1874.0,1913,39.0,3787.0,0,None,56.0,14.6,53600.0,15972.280357142858,400.0,159712.8,72667.63571428572
5409,18-11-1995,182040,60,3034,1,monthly issuance,21-11-1994,51428,50,11,3,1,4,52.7,8402,3.13,3.98,0.8500000000000001,120,999.0,1099,100.0,2098.0,24-03-1951,female,19,51428,50,11,3,1,4,52.7,8402,3.13,3.98,0.8500000000000001,120,999.0,1099,100.0,2098.0,0,None,59.0,14.6,61557.0,17539.79661016949,600.0,110447.5,67475.90169491526
6955,22-11-1995,244368,48,5091,1,issuance after transaction,22-07-1994,114200,101,41,4,1,4,43.7,8403,5.74,5.72,-0.020000000000000462,105,2157.0,2718,561.0,4875.0,02-04-1970,male,65,114200,101,41,4,1,4,43.7,8403,5.74,5.72,-0.020000000000000462,105,2157.0,2718,561.0,4875.0,0,None,144.0,100.0,57200.0,17859.127083333333,200.0,143453.3,75924.24097222222
6985,22-11-1995,113796,36,3161,1,issuance after transaction,01-12-1994,387570,0,0,0,1,1,100.0,9897,1.6,1.96,0.3599999999999999,140,18721.0,18696,-25.0,37417.0,09-10-1971,male,54,387570,0,0,0,1,1,100.0,9897,1.6,1.96,0.3599999999999999,140,18721.0,18696,-25.0,37417.0,0,None,72.0,100.0,28446.0,6453.251388888889,500.0,58022.1,36840.57361111111
